!Gene list based on the Araport11 genome release
!Release date of annotation: June 2016 
!Annotated by: Araport at J. Craig Ventner Institute
name	gene_model_type
AT1G19750	protein_coding
AT1G19770	protein_coding
AT1G19780	protein_coding
AT1G19790	protein_coding
AT1G19800	protein_coding
AT1G19810	pseudogene
AT1G19830	protein_coding
AT1G19835	protein_coding
AT1G19840	protein_coding
AT1G19850	protein_coding
AT1G19860	protein_coding
AT1G19870	protein_coding
AT1G19880	protein_coding
AT1G19890	protein_coding
AT1G19900	protein_coding
AT1G19910	protein_coding
AT1G19920	protein_coding
AT1G19930	protein_coding
AT1G19940	protein_coding
AT1G19950	protein_coding
AT1G19960	protein_coding
AT1G19968	other_rna
AT1G19970	protein_coding
AT1G19980	protein_coding
AT1G19990	protein_coding
AT1G20000	protein_coding
AT1G20010	protein_coding
AT1G20015	small_nucleolar_rna
AT1G20020	protein_coding
AT1G20030	protein_coding
AT1G20040	pre_trna
AT1G20050	protein_coding
AT1G20060	protein_coding
AT1G20065	protein_coding
AT1G20070	protein_coding
AT1G20080	protein_coding
AT1G20090	protein_coding
AT1G20100	protein_coding
AT1G20110	protein_coding
AT1G20120	protein_coding
AT1G20130	protein_coding
AT1G20132	protein_coding
AT1G20135	protein_coding
AT1G20140	protein_coding
AT1G20150	protein_coding
AT1G20160	protein_coding
AT1G20170	pre_trna
AT1G20180	protein_coding
AT1G20190	protein_coding
AT1G20200	protein_coding
AT1G20210	pre_trna
AT1G20220	protein_coding
AT1G20225	protein_coding
AT1G20230	protein_coding
AT1G20240	protein_coding
AT1G20250	pre_trna
AT1G20260	protein_coding
AT1G20270	protein_coding
AT1G20280	protein_coding
AT1G20290	protein_coding
AT1G20300	protein_coding
AT1G20310	protein_coding
AT1G20320	protein_coding
AT1G20330	protein_coding
AT1G20340	protein_coding
AT1G20350	protein_coding
AT1G20360	protein_coding
AT1G20370	protein_coding
AT1G20375	miRNA_primary_transcript
AT1G20380	protein_coding
AT1G20390	transposable_element_gene
AT1G20400	protein_coding
AT1G20405	protein_coding
AT1G20410	protein_coding
AT1G20420	pre_trna
AT1G20430	protein_coding
AT1G20440	protein_coding
AT1G20450	protein_coding
AT1G20460	protein_coding
AT1G20470	protein_coding
AT1G20480	protein_coding
AT1G20490	protein_coding
AT1G20500	protein_coding
AT1G20510	protein_coding
AT1G20515	antisense_long_noncoding_rna
AT1G20520	protein_coding
AT1G20530	protein_coding
AT1G20540	protein_coding
AT1G20550	protein_coding
AT1G20560	protein_coding
AT1G20570	protein_coding
AT1G20575	protein_coding
AT1G20580	protein_coding
AT1G20590	protein_coding
AT1G20600	protein_coding
AT1G20610	protein_coding
AT1G20620	protein_coding
AT1G20630	protein_coding
AT1G20640	protein_coding
AT1G20650	protein_coding
AT1G20657	pseudogene
AT1G20670	protein_coding
AT1G20680	protein_coding
AT1G20683	protein_coding
AT1G20687	protein_coding
AT1G20690	protein_coding
AT1G20691	antisense_long_noncoding_rna
AT1G20693	protein_coding
AT1G20696	protein_coding
AT1G20700	protein_coding
AT1G20710	protein_coding
AT1G20720	protein_coding
AT1G20730	protein_coding
AT1G20735	protein_coding
AT1G20740	protein_coding
AT1G20750	protein_coding
AT1G20760	protein_coding
AT1G20770	protein_coding
AT1G20780	protein_coding
AT1G20790	protein_coding
AT1G20795	protein_coding
AT1G20800	protein_coding
AT1G20803	protein_coding
AT1G20810	protein_coding
AT1G20816	protein_coding
AT1G20820	pre_trna
AT1G20823	protein_coding
AT1G20830	protein_coding
AT1G20840	protein_coding
AT1G20850	protein_coding
AT1G20860	protein_coding
AT1G20870	protein_coding
AT1G20875	protein_coding
AT1G20880	protein_coding
AT1G20890	protein_coding
AT1G20900	protein_coding
AT1G20910	protein_coding
AT1G20920	protein_coding
AT1G20923	protein_coding
AT1G20925	protein_coding
AT1G20930	protein_coding
AT1G20940	protein_coding
AT1G20950	protein_coding
AT1G20960	protein_coding
AT1G20970	protein_coding
AT1G20980	protein_coding
AT1G20990	protein_coding
AT1G21000	protein_coding
AT1G21010	protein_coding
AT1G21020	transposable_element_gene
AT1G21040	transposable_element_gene
AT1G21050	protein_coding
AT1G21060	protein_coding
AT1G21065	protein_coding
AT1G21070	protein_coding
AT1G21080	protein_coding
AT1G21090	protein_coding
AT1G21100	protein_coding
AT1G21110	protein_coding
AT1G21120	protein_coding
AT1G21130	protein_coding
AT1G21140	protein_coding
AT1G21150	protein_coding
AT1G21160	protein_coding
AT1G21170	protein_coding
AT1G21190	protein_coding
AT1G21200	protein_coding
AT1G21202	miRNA_primary_transcript
AT1G21210	protein_coding
AT1G21220	transposable_element_gene
AT1G21230	protein_coding
AT1G21240	protein_coding
AT1G21245	protein_coding
AT1G21250	protein_coding
AT1G21260	transposable_element_gene
AT1G21270	protein_coding
AT1G21280	protein_coding
AT1G21286	pseudogene
AT1G21290	transposable_element_gene
AT1G21300	transposable_element_gene
AT1G21310	protein_coding
AT1G21313	protein_coding
AT1G21320	protein_coding
AT1G21323	protein_coding
AT1G21326	protein_coding
AT1G21330	transposable_element_gene
AT1G21340	protein_coding
AT1G21350	protein_coding
AT1G21360	protein_coding
AT1G21370	protein_coding
AT1G21380	protein_coding
AT1G21390	protein_coding
AT1G21395	protein_coding
AT1G21400	protein_coding
AT1G21410	protein_coding
AT1G21420	pre_trna
AT1G21430	protein_coding
AT1G21440	protein_coding
AT1G21450	protein_coding
AT1G21460	protein_coding
AT1G21470	protein_coding
AT1G21475	protein_coding
AT1G21480	protein_coding
AT1G21490	pseudogene
AT1G21500	protein_coding
AT1G21510	protein_coding
AT1G21520	protein_coding
AT1G21525	pseudogene
AT1G21528	protein_coding
AT1G21529	other_rna
AT1G21530	protein_coding
AT1G21540	protein_coding
AT1G21550	protein_coding
AT1G21560	protein_coding
AT1G21580	protein_coding
AT1G21590	protein_coding
AT1G21600	protein_coding
AT1G21610	protein_coding
AT1G21620	protein_coding
AT1G21630	protein_coding
AT1G21640	protein_coding
AT1G21650	protein_coding
AT1G21651	protein_coding
AT1G21660	protein_coding
AT1G21670	protein_coding
AT1G21680	protein_coding
AT1G21690	protein_coding
AT1G21695	protein_coding
AT1G21700	protein_coding
AT1G21710	protein_coding
AT1G21720	protein_coding
AT1G21722	protein_coding
AT1G21730	protein_coding
AT1G21738	protein_coding
AT1G21740	protein_coding
AT1G21750	protein_coding
AT1G21760	protein_coding
AT1G21770	protein_coding
AT1G21780	protein_coding
AT1G21790	protein_coding
AT1G21800	pre_trna
AT1G21810	protein_coding
AT1G21830	protein_coding
AT1G21835	protein_coding
AT1G21840	protein_coding
AT1G21850	protein_coding
AT1G21860	protein_coding
AT1G21864	protein_coding
AT1G21866	protein_coding
AT1G21870	protein_coding
AT1G21880	protein_coding
AT1G21890	protein_coding
AT1G21900	protein_coding
AT1G21910	protein_coding
AT1G21920	protein_coding
AT1G21925	protein_coding
AT1G21928	protein_coding
AT1G21930	protein_coding
AT1G21940	protein_coding
AT1G21945	transposable_element_gene
AT1G21950	protein_coding
AT1G21960	protein_coding
AT1G21970	protein_coding
AT1G21973	pseudogene
AT1G21980	protein_coding
AT1G21990	protein_coding
AT1G22000	protein_coding
AT1G22010	protein_coding
AT1G22015	protein_coding
AT1G22020	protein_coding
AT1G22030	protein_coding
AT1G22040	protein_coding
AT1G22050	protein_coding
AT1G22060	protein_coding
AT1G22065	protein_coding
AT1G22070	protein_coding
AT1G22080	protein_coding
AT1G22090	protein_coding
AT1G22100	protein_coding
AT1G22110	protein_coding
AT1G22120	protein_coding
AT1G22130	protein_coding
AT1G22140	protein_coding
AT1G22150	protein_coding
AT1G22160	protein_coding
AT1G22170	protein_coding
AT1G22180	protein_coding
AT1G22190	protein_coding
AT1G22200	protein_coding
AT1G22210	protein_coding
AT1G22220	protein_coding
AT1G22230	protein_coding
AT1G22240	protein_coding
AT1G22250	protein_coding
AT1G22260	protein_coding
AT1G22270	protein_coding
AT1G22275	protein_coding
AT1G22280	protein_coding
AT1G22290	protein_coding
AT1G22300	protein_coding
AT1G22310	protein_coding
AT1G22320	pre_trna
AT1G22330	protein_coding
AT1G22340	protein_coding
AT1G22350	pseudogene
AT1G22360	protein_coding
AT1G22370	protein_coding
AT1G22380	protein_coding
AT1G22400	protein_coding
AT1G22403	other_rna
AT1G22410	protein_coding
AT1G22420	protein_coding
AT1G22430	protein_coding
AT1G22440	protein_coding
AT1G22450	protein_coding
AT1G22460	protein_coding
AT1G22470	protein_coding
AT1G22480	protein_coding
AT1G22490	protein_coding
AT1G22500	protein_coding
AT1G22510	protein_coding
AT1G22520	protein_coding
AT1G22530	protein_coding
AT1G22540	protein_coding
AT1G22550	protein_coding
AT1G22560	transposable_element_gene
AT1G22570	protein_coding
AT1G22580	transposable_element_gene
AT1G22590	protein_coding
AT1G22600	protein_coding
AT1G22610	protein_coding
AT1G22620	protein_coding
AT1G22630	protein_coding
AT1G22640	protein_coding
AT1G22650	protein_coding
AT1G22660	protein_coding
AT1G22670	protein_coding
AT1G22680	protein_coding
AT1G22690	protein_coding
AT1G22700	protein_coding
AT1G22710	protein_coding
AT1G22720	protein_coding
AT1G22730	protein_coding
AT1G22740	protein_coding
AT1G22750	protein_coding
AT1G22760	protein_coding
AT1G22770	protein_coding
AT1G22780	protein_coding
AT1G22790	protein_coding
AT1G22800	protein_coding
AT1G22810	protein_coding
AT1G22830	protein_coding
AT1G22840	protein_coding
AT1G22850	protein_coding
AT1G22860	protein_coding
AT1G22870	protein_coding
AT1G22880	protein_coding
AT1G22882	protein_coding
AT1G22885	protein_coding
AT1G22890	protein_coding
AT1G22900	protein_coding
AT1G22910	protein_coding
AT1G22920	protein_coding
AT1G22930	protein_coding
AT1G22940	protein_coding
AT1G22950	protein_coding
AT1G22960	protein_coding
AT1G22970	protein_coding
AT1G22980	protein_coding
AT1G22985	protein_coding
AT1G22990	protein_coding
AT1G23000	protein_coding
AT1G23010	protein_coding
AT1G23020	protein_coding
AT1G23030	protein_coding
AT1G23037	protein_coding
AT1G23040	protein_coding
AT1G23050	protein_coding
AT1G23052	other_rna
AT1G23060	protein_coding
AT1G23070	protein_coding
AT1G23080	protein_coding
AT1G23090	protein_coding
AT1G23100	protein_coding
AT1G23110	protein_coding
AT1G23120	protein_coding
AT1G23130	protein_coding
AT1G23140	protein_coding
AT1G23145	protein_coding
AT1G23147	protein_coding
AT1G23150	protein_coding
AT1G23160	protein_coding
AT1G23170	protein_coding
AT1G23180	protein_coding
AT1G23190	protein_coding
AT1G23200	protein_coding
AT1G23201	protein_coding
AT1G23205	protein_coding
AT1G23210	protein_coding
AT1G23220	protein_coding
AT1G23230	protein_coding
AT1G23240	protein_coding
AT1G23250	protein_coding
AT1G23260	protein_coding
AT1G23270	protein_coding
AT1G23280	protein_coding
AT1G23290	protein_coding
AT1G23300	protein_coding
AT1G23310	protein_coding
AT1G23320	protein_coding
AT1G23330	protein_coding
AT1G23340	protein_coding
AT1G23350	protein_coding
AT1G23360	protein_coding
AT1G23380	protein_coding
AT1G23390	protein_coding
AT1G23400	protein_coding
AT1G23410	protein_coding
AT1G23420	protein_coding
AT1G23440	protein_coding
AT1G23450	protein_coding
AT1G23460	protein_coding
AT1G23465	protein_coding
AT1G23470	pseudogene
AT1G23480	protein_coding
AT1G23490	protein_coding
AT1G23500	protein_coding
AT1G23510	protein_coding
AT1G23520	protein_coding
AT1G23530	protein_coding
AT1G23540	protein_coding
AT1G23550	protein_coding
AT1G23560	protein_coding
AT1G23570	protein_coding
AT1G23580	protein_coding
AT1G23590	protein_coding
AT1G23600	protein_coding
AT1G23610	protein_coding
AT1G23620	pseudogene
AT1G23640	protein_coding
AT1G23645	protein_coding
AT1G23650	protein_coding
AT1G23660	protein_coding
AT1G23670	protein_coding
AT1G23680	protein_coding
AT1G23690	protein_coding
AT1G23700	protein_coding
AT1G23710	protein_coding
AT1G23720	protein_coding
AT1G23730	protein_coding
AT1G23740	protein_coding
AT1G23750	protein_coding
AT1G23760	protein_coding
AT1G23770	protein_coding
AT1G23780	protein_coding
AT1G23790	protein_coding
AT1G23800	protein_coding
AT1G23810	protein_coding
AT1G23820	protein_coding
AT1G23830	protein_coding
AT1G23840	protein_coding
AT1G23850	protein_coding
AT1G23860	protein_coding
AT1G23870	protein_coding
AT1G23880	protein_coding
AT1G23890	protein_coding
AT1G23900	protein_coding
AT1G23910	protein_coding
AT1G23915	protein_coding
AT1G23920	transposable_element_gene
AT1G23930	transposable_element_gene
AT1G23935	protein_coding
AT1G23950	protein_coding
AT1G23960	protein_coding
AT1G23965	protein_coding
AT1G23970	protein_coding
AT1G23980	protein_coding
AT1G23985	protein_coding
AT1G23990	transposable_element_gene
AT1G23995	protein_coding
AT1G24000	protein_coding
AT1G24010	protein_coding
AT1G24020	protein_coding
AT1G24030	protein_coding
AT1G24040	protein_coding
AT1G24050	protein_coding
AT1G24060	protein_coding
AT1G24062	protein_coding
AT1G24068	other_rna
AT1G24070	protein_coding
AT1G24080	pre_trna
AT1G24090	protein_coding
AT1G24095	protein_coding
AT1G24100	protein_coding
AT1G24110	protein_coding
AT1G24120	protein_coding
AT1G24130	protein_coding
AT1G24140	protein_coding
AT1G24145	protein_coding
AT1G24147	protein_coding
AT1G24148	protein_coding
AT1G24150	protein_coding
AT1G24159	protein_coding
AT1G24160	protein_coding
AT1G24170	protein_coding
AT1G24180	protein_coding
AT1G24190	protein_coding
AT1G24200	protein_coding
AT1G24210	protein_coding
AT1G24212	pseudogene
AT1G24220	protein_coding
AT1G24230	protein_coding
AT1G24240	protein_coding
AT1G24250	protein_coding
AT1G24256	protein_coding
AT1G24260	protein_coding
AT1G24265	protein_coding
AT1G24267	protein_coding
AT1G24270	protein_coding
AT1G24280	protein_coding
AT1G24290	protein_coding
AT1G24300	protein_coding
AT1G24310	protein_coding
AT1G24320	protein_coding
AT1G24330	protein_coding
AT1G24340	protein_coding
AT1G24350	protein_coding
AT1G24360	protein_coding
AT1G24370	transposable_element_gene
AT1G24380	protein_coding
AT1G24388	protein_coding
AT1G24390	protein_coding
AT1G24400	protein_coding
AT1G24405	protein_coding
AT1G24420	protein_coding
AT1G24430	protein_coding
AT1G24440	protein_coding
AT1G24450	protein_coding
AT1G24460	protein_coding
AT1G24470	protein_coding
AT1G24475	protein_coding
AT1G24480	protein_coding
AT1G24485	protein_coding
AT1G24490	protein_coding
AT1G24510	protein_coding
AT1G24520	protein_coding
AT1G24530	protein_coding
AT1G24540	protein_coding
AT1G24545	protein_coding
AT1G24560	protein_coding
AT1G24570	protein_coding
AT1G24575	protein_coding
AT1G24577	protein_coding
AT1G24580	protein_coding
AT1G24590	protein_coding
AT1G24600	protein_coding
AT1G24610	protein_coding
AT1G24620	protein_coding
AT1G24625	protein_coding
AT1G24640	transposable_element_gene
AT1G24650	protein_coding
AT1G24657	pseudogene
AT1G24660	protein_coding
AT1G24686	pseudogene
AT1G24706	protein_coding
AT1G24733	pseudogene
AT1G24735	protein_coding
AT1G24764	protein_coding
AT1G24792	pseudogene
AT1G24793	protein_coding
AT1G24800	protein_coding
AT1G24807	protein_coding
AT1G24822	protein_coding
AT1G24851	protein_coding
AT1G24879	pseudogene
AT1G24880	protein_coding
AT1G24881	protein_coding
AT1G24909	protein_coding
AT1G24938	transposable_element_gene
AT1G24967	transposable_element_gene
AT1G24996	protein_coding
AT1G25025	protein_coding
AT1G25053	pseudogene
AT1G25054	protein_coding
AT1G25055	protein_coding
AT1G25083	protein_coding
AT1G25097	protein_coding
AT1G25098	antisense_long_noncoding_rna
AT1G25112	protein_coding
AT1G25141	protein_coding
AT1G25145	protein_coding
AT1G25150	protein_coding
AT1G25155	protein_coding
AT1G25175	other_rna
AT1G25180	protein_coding
AT1G25209	pseudogene
AT1G25210	protein_coding
AT1G25211	protein_coding
AT1G25220	protein_coding
AT1G25230	protein_coding
AT1G25240	protein_coding
AT1G25250	protein_coding
AT1G25260	protein_coding
AT1G25270	protein_coding
AT1G25275	protein_coding
AT1G25277	protein_coding
AT1G25280	protein_coding
AT1G25290	protein_coding
AT1G25300	protein_coding
AT1G25310	protein_coding
AT1G25320	protein_coding
AT1G25330	protein_coding
AT1G25340	protein_coding
AT1G25350	protein_coding
AT1G25360	protein_coding
AT1G25370	protein_coding
AT1G25375	protein_coding
AT1G25380	protein_coding
AT1G25390	protein_coding
AT1G25400	protein_coding
AT1G25410	protein_coding
AT1G25420	protein_coding
AT1G25422	protein_coding
AT1G25425	protein_coding
AT1G25430	transposable_element_gene
AT1G25440	protein_coding
AT1G25450	protein_coding
AT1G25460	protein_coding
AT1G25470	protein_coding
AT1G25480	protein_coding
AT1G25490	protein_coding
AT1G25500	protein_coding
AT1G25510	protein_coding
AT1G25520	protein_coding
AT1G25530	protein_coding
AT1G25540	protein_coding
AT1G25550	protein_coding
AT1G25560	protein_coding
AT1G25570	protein_coding
AT1G25580	protein_coding
AT1G25682	protein_coding
AT1G25784	transposable_element_gene
AT1G25886	transposable_element_gene
AT1G25988	protein_coding
AT1G26090	protein_coding
AT1G26100	protein_coding
AT1G26110	protein_coding
AT1G26120	protein_coding
AT1G26130	protein_coding
AT1G26140	protein_coding
AT1G26150	protein_coding
AT1G26160	protein_coding
AT1G26170	protein_coding
AT1G26180	protein_coding
AT1G26190	protein_coding
AT1G26200	protein_coding
AT1G26208	antisense_long_noncoding_rna
AT1G26210	protein_coding
AT1G26218	antisense_long_noncoding_rna
AT1G26220	protein_coding
AT1G26225	protein_coding
AT1G26230	protein_coding
AT1G26233	small_nucleolar_rna
AT1G26235	other_rna
AT1G26240	protein_coding
AT1G26250	protein_coding
AT1G26255	protein_coding
AT1G26260	protein_coding
AT1G26270	protein_coding
AT1G26290	protein_coding
AT1G26300	protein_coding
AT1G26310	protein_coding
AT1G26320	protein_coding
AT1G26330	protein_coding
AT1G26340	protein_coding
AT1G26350	protein_coding
AT1G26355	protein_coding
AT1G26360	protein_coding
AT1G26370	protein_coding
AT1G26380	protein_coding
AT1G26390	protein_coding
AT1G26400	protein_coding
AT1G26410	protein_coding
AT1G26420	protein_coding
AT1G26430	pre_trna
AT1G26440	protein_coding
AT1G26450	protein_coding
AT1G26460	protein_coding
AT1G26470	protein_coding
AT1G26480	protein_coding
AT1G26490	pre_trna
AT1G26500	protein_coding
AT1G26510	protein_coding
AT1G26515	protein_coding
AT1G26520	protein_coding
AT1G26530	protein_coding
AT1G26540	protein_coding
AT1G26550	protein_coding
AT1G26558	other_rna
AT1G26560	protein_coding
AT1G26570	protein_coding
AT1G26580	protein_coding
AT1G26590	protein_coding
AT1G26600	protein_coding
AT1G26610	protein_coding
AT1G26620	protein_coding
AT1G26630	protein_coding
AT1G26640	protein_coding
AT1G26650	protein_coding
AT1G26660	protein_coding
AT1G26665	protein_coding
AT1G26670	protein_coding
AT1G26680	protein_coding
AT1G26690	protein_coding
AT1G26700	protein_coding
AT1G26710	protein_coding
AT1G26720	protein_coding
AT1G26730	protein_coding
AT1G26740	protein_coding
AT1G26750	protein_coding
AT1G26760	protein_coding
AT1G26761	protein_coding
AT1G26762	protein_coding
AT1G26770	protein_coding
AT1G26773	protein_coding
AT1G26780	protein_coding
AT1G26790	protein_coding
AT1G26795	protein_coding
AT1G26796	protein_coding
AT1G26797	protein_coding
AT1G26798	protein_coding
AT1G26799	protein_coding
AT1G26800	protein_coding
AT1G26810	protein_coding
AT1G26815	protein_coding
AT1G26820	protein_coding
AT1G26830	protein_coding
AT1G26840	protein_coding
AT1G26850	protein_coding
AT1G26860	transposable_element_gene
AT1G26870	protein_coding
AT1G26880	protein_coding
AT1G26890	protein_coding
AT1G26900	protein_coding
AT1G26910	protein_coding
AT1G26911	pseudogene
AT1G26920	protein_coding
AT1G26921	protein_coding
AT1G26930	protein_coding
AT1G26940	protein_coding
AT1G26945	protein_coding
AT1G26950	transposable_element_gene
AT1G26960	protein_coding
AT1G26970	protein_coding
AT1G26973	miRNA_primary_transcript
AT1G26975	miRNA_primary_transcript
AT1G26976	protein_coding
AT1G26985	miRNA_primary_transcript
AT1G26990	transposable_element_gene
AT1G27000	protein_coding
AT1G27008	protein_coding
AT1G27020	protein_coding
AT1G27030	protein_coding
AT1G27040	protein_coding
AT1G27045	protein_coding
AT1G27050	protein_coding
AT1G27060	protein_coding
AT1G27070	protein_coding
AT1G27080	protein_coding
AT1G27090	protein_coding
AT1G27100	protein_coding
AT1G27110	protein_coding
AT1G27120	protein_coding
AT1G27130	protein_coding
AT1G27135	protein_coding
AT1G27140	protein_coding
AT1G27150	protein_coding
AT1G27160	protein_coding
AT1G27170	protein_coding
AT1G27180	protein_coding
AT1G27190	protein_coding
AT1G27200	protein_coding
AT1G27210	protein_coding
AT1G27220	protein_coding
AT1G27240	protein_coding
AT1G27250	protein_coding
AT1G27260	protein_coding
AT1G27270	protein_coding
AT1G27280	protein_coding
AT1G27285	transposable_element_gene
AT1G27290	protein_coding
AT1G27300	protein_coding
AT1G27310	protein_coding
AT1G27320	protein_coding
AT1G27330	protein_coding
AT1G27340	protein_coding
AT1G27350	protein_coding
AT1G27360	protein_coding
AT1G27370	protein_coding
AT1G27380	protein_coding
AT1G27385	protein_coding
AT1G27390	protein_coding
AT1G27400	protein_coding
AT1G27410	protein_coding
AT1G27420	protein_coding
AT1G27430	protein_coding
AT1G27435	protein_coding
AT1G27440	protein_coding
AT1G27450	protein_coding
AT1G27460	protein_coding
AT1G27461	protein_coding
AT1G27470	protein_coding
AT1G27480	protein_coding
AT1G27490	protein_coding
AT1G27500	protein_coding
AT1G27510	protein_coding
AT1G27520	protein_coding
AT1G27530	protein_coding
AT1G27535	protein_coding
AT1G27540	protein_coding
AT1G27550	protein_coding
AT1G27555	protein_coding
AT1G27560	pseudogene
AT1G27565	protein_coding
AT1G27570	protein_coding
AT1G27580	protein_coding
AT1G27595	protein_coding
AT1G27600	protein_coding
AT1G27610	protein_coding
AT1G27620	protein_coding
AT1G27630	protein_coding
AT1G27640	protein_coding
AT1G27650	protein_coding
AT1G27660	protein_coding
AT1G27670	protein_coding
AT1G27671	pseudogene
AT1G27680	protein_coding
AT1G27690	protein_coding
AT1G27695	protein_coding
AT1G27700	protein_coding
AT1G27710	protein_coding
AT1G27720	protein_coding
AT1G27730	protein_coding
AT1G27740	protein_coding
AT1G27750	protein_coding
AT1G27752	protein_coding
AT1G27760	protein_coding
AT1G27770	protein_coding
AT1G27780	transposable_element_gene
AT1G27790	transposable_element_gene
AT1G27800	transposable_element_gene
AT1G27810	transposable_element_gene
AT1G27815	transposable_element_gene
AT1G27820	protein_coding
AT1G27840	protein_coding
AT1G27850	protein_coding
AT1G27860	protein_coding
AT1G27870	protein_coding
AT1G27880	protein_coding
AT1G27890	protein_coding
AT1G27900	protein_coding
AT1G27910	protein_coding
AT1G27920	protein_coding
AT1G27921	antisense_long_noncoding_rna
AT1G27930	protein_coding
AT1G27940	protein_coding
AT1G27950	protein_coding
AT1G27960	protein_coding
AT1G27970	protein_coding
AT1G27980	protein_coding
AT1G27990	protein_coding
AT1G28000	protein_coding
AT1G28002	pseudogene
AT1G28005	protein_coding
AT1G28010	protein_coding
AT1G28020	protein_coding
AT1G28030	protein_coding
AT1G28040	protein_coding
AT1G28050	protein_coding
AT1G28060	protein_coding
AT1G28070	protein_coding
AT1G28080	protein_coding
AT1G28090	protein_coding
AT1G28100	protein_coding
AT1G28110	protein_coding
AT1G28120	protein_coding
AT1G28130	protein_coding
AT1G28135	protein_coding
AT1G28140	protein_coding
AT1G28150	protein_coding
AT1G28160	protein_coding
AT1G28170	protein_coding
AT1G28180	protein_coding
AT1G28190	protein_coding
AT1G28200	protein_coding
AT1G28210	protein_coding
AT1G28220	protein_coding
AT1G28230	protein_coding
AT1G28240	protein_coding
AT1G28250	protein_coding
AT1G28260	protein_coding
AT1G28265	protein_coding
AT1G28270	protein_coding
AT1G28280	protein_coding
AT1G28290	protein_coding
AT1G28300	protein_coding
AT1G28305	protein_coding
AT1G28306	protein_coding
AT1G28310	protein_coding
AT1G28320	protein_coding
AT1G28323	transposable_element_gene
AT1G28327	protein_coding
AT1G28330	protein_coding
AT1G28335	protein_coding
AT1G28340	protein_coding
AT1G28350	protein_coding
AT1G28360	protein_coding
AT1G28370	protein_coding
AT1G28375	protein_coding
AT1G28380	protein_coding
AT1G28390	protein_coding
AT1G28395	protein_coding
AT1G28400	protein_coding
AT1G28410	protein_coding
AT1G28420	protein_coding
AT1G28430	protein_coding
AT1G28440	protein_coding
AT1G28447	pseudogene
AT1G28450	protein_coding
AT1G28455	pseudogene
AT1G28460	protein_coding
AT1G28465	transposable_element_gene
AT1G28470	protein_coding
AT1G28480	protein_coding
AT1G28490	protein_coding
AT1G28500	protein_coding
AT1G28510	protein_coding
AT1G28520	protein_coding
AT1G28530	protein_coding
AT1G28540	protein_coding
AT1G28550	protein_coding
AT1G28560	protein_coding
AT1G28570	protein_coding
AT1G28580	protein_coding
AT1G28590	protein_coding
AT1G28591	pseudogene
AT1G28600	protein_coding
AT1G28610	protein_coding
AT1G28620	pseudogene
AT1G28630	protein_coding
AT1G28640	protein_coding
AT1G28650	protein_coding
AT1G28660	protein_coding
AT1G28670	protein_coding
AT1G28680	protein_coding
AT1G28685	antisense_long_noncoding_rna
AT1G28690	protein_coding
AT1G28695	protein_coding
AT1G28700	protein_coding
AT1G28710	protein_coding
AT1G28715	long_noncoding_rna
AT1G28720	pre_trna
AT1G28730	pre_trna
AT1G28740	pre_trna
AT1G28750	pre_trna
AT1G28760	protein_coding
AT1G28765	protein_coding
AT1G28770	pre_trna
AT1G28780	pre_trna
AT1G28790	pre_trna
AT1G28800	pre_trna
AT1G28810	pre_trna
AT1G28815	protein_coding
AT1G28820	pre_trna
AT1G28830	pre_trna
AT1G28840	pre_trna
AT1G28850	pre_trna
AT1G28860	pre_trna
AT1G28870	pre_trna
AT1G28880	pre_trna
AT1G28890	pre_trna
AT1G28900	pre_trna
AT1G28910	pre_trna
AT1G28920	pre_trna
AT1G28930	pre_trna
AT1G28940	pre_trna
AT1G28950	pre_trna
AT1G28960	protein_coding
AT1G28970	pre_trna
AT1G28980	pre_trna
AT1G28990	pre_trna
AT1G29000	protein_coding
AT1G29005	protein_coding
AT1G29010	protein_coding
AT1G29020	protein_coding
AT1G29025	protein_coding
AT1G29030	protein_coding
AT1G29040	protein_coding
AT1G29041	protein_coding
AT1G29050	protein_coding
AT1G29060	protein_coding
AT1G29070	protein_coding
AT1G29071	small_nucleolar_rna
AT1G29075	transposable_element_gene
AT1G29080	protein_coding
AT1G29090	protein_coding
AT1G29100	protein_coding
AT1G29110	protein_coding
AT1G29120	protein_coding
AT1G29140	protein_coding
AT1G29150	protein_coding
AT1G29160	protein_coding
AT1G29170	protein_coding
AT1G29179	protein_coding
AT1G29180	protein_coding
AT1G29190	pseudogene
AT1G29195	protein_coding
AT1G29200	protein_coding
AT1G29210	pre_trna
AT1G29220	protein_coding
AT1G29230	protein_coding
AT1G29240	protein_coding
AT1G29250	protein_coding
AT1G29260	protein_coding
AT1G29265	miRNA_primary_transcript
AT1G29270	protein_coding
AT1G29280	protein_coding
AT1G29290	protein_coding
AT1G29300	protein_coding
AT1G29310	protein_coding
AT1G29320	protein_coding
AT1G29330	protein_coding
AT1G29340	protein_coding
AT1G29350	protein_coding
AT1G29355	protein_coding
AT1G29357	antisense_long_noncoding_rna
AT1G29360	transposable_element_gene
AT1G29370	protein_coding
AT1G29380	protein_coding
AT1G29390	protein_coding
AT1G29395	protein_coding
AT1G29400	protein_coding
AT1G29410	protein_coding
AT1G29418	protein_coding
AT1G29420	protein_coding
AT1G29430	protein_coding
AT1G29435	protein_coding
AT1G29440	protein_coding
AT1G29450	protein_coding
AT1G29460	protein_coding
AT1G29465	protein_coding
AT1G29470	protein_coding
AT1G29475	transposable_element_gene
AT1G29480	protein_coding
AT1G29490	protein_coding
