!Gene list based on the Araport11 genome release
!Release date of annotation: June 2016 
!Annotated by: Araport at J. Craig Ventner Institute
name	gene_model_type
AT5G04050	protein_coding
AT5G04055	long_noncoding_rna
AT5G04060	protein_coding
AT5G04065	long_noncoding_rna
AT5G04070	protein_coding
AT5G04075	long_noncoding_rna
AT5G04080	protein_coding
AT5G04085	small_nuclear_rna
AT5G04090	protein_coding
AT5G04105	small_nuclear_rna
AT5G04110	protein_coding
AT5G04115	long_noncoding_rna
AT5G04120	protein_coding
AT5G04125	long_noncoding_rna
AT5G04130	protein_coding
AT5G04135	long_noncoding_rna
AT5G04140	protein_coding
AT5G04145	miRNA_primary_transcript
AT5G04150	protein_coding
AT5G04160	protein_coding
AT5G04165	long_noncoding_rna
AT5G04170	protein_coding
AT5G04175	antisense_rna
AT5G04180	protein_coding
AT5G04185	antisense_long_noncoding_rna
AT5G04190	protein_coding
AT5G04195	long_noncoding_rna
AT5G04200	protein_coding
AT5G04205	long_noncoding_rna
AT5G04210	protein_coding
AT5G04215	long_noncoding_rna
AT5G04220	protein_coding
AT5G04225	long_noncoding_rna
AT5G04230	protein_coding
AT5G04235	transposable_element_gene
AT5G04238	protein_coding
AT5G04240	protein_coding
AT5G04245	long_noncoding_rna
AT5G04250	protein_coding
AT5G04255	miRNA_primary_transcript
AT5G04260	protein_coding
AT5G04267	protein_coding
AT5G04270	protein_coding
AT5G04275	miRNA_primary_transcript
AT5G04280	protein_coding
AT5G04285	novel_transcribed_region
AT5G04290	protein_coding
AT5G04305	small_nuclear_rna
AT5G04310	protein_coding
AT5G04315	small_nuclear_rna
AT5G04320	protein_coding
AT5G04325	long_noncoding_rna
AT5G04330	protein_coding
AT5G04335	antisense_long_noncoding_rna
AT5G04340	protein_coding
AT5G04345	long_noncoding_rna
AT5G04347	protein_coding
AT5G04350	protein_coding
AT5G04355	long_noncoding_rna
AT5G04360	protein_coding
AT5G04365	long_noncoding_rna
AT5G04370	protein_coding
AT5G04375	antisense_long_noncoding_rna
AT5G04380	protein_coding
AT5G04385	long_noncoding_rna
AT5G04390	protein_coding
AT5G04395	protein_coding
AT5G04400	protein_coding
AT5G04405	long_noncoding_rna
AT5G04410	protein_coding
AT5G04415	miRNA_primary_transcript
AT5G04420	protein_coding
AT5G04425	small_nucleolar_rna
AT5G04430	protein_coding
AT5G04435	long_noncoding_rna
AT5G04440	protein_coding
AT5G04445	long_noncoding_rna
AT5G04455	small_nuclear_rna
AT5G04460	protein_coding
AT5G04465	small_nuclear_rna
AT5G04470	protein_coding
AT5G04475	protein_coding
AT5G04480	protein_coding
AT5G04485	novel_transcribed_region
AT5G04490	protein_coding
AT5G04495	long_noncoding_rna
AT5G04500	protein_coding
AT5G04505	long_noncoding_rna
AT5G04510	protein_coding
AT5G04515	long_noncoding_rna
AT5G04520	protein_coding
AT5G04525	long_noncoding_rna
AT5G04530	protein_coding
AT5G04540	protein_coding
AT5G04545	small_nucleolar_rna
AT5G04550	protein_coding
AT5G04560	protein_coding
AT5G04575	long_noncoding_rna
AT5G04585	long_noncoding_rna
AT5G04590	protein_coding
AT5G04595	long_noncoding_rna
AT5G04600	protein_coding
AT5G04605	long_noncoding_rna
AT5G04610	protein_coding
AT5G04615	long_noncoding_rna
AT5G04620	protein_coding
AT5G04625	long_noncoding_rna
AT5G04630	protein_coding
AT5G04635	long_noncoding_rna
AT5G04640	protein_coding
AT5G04650	transposable_element_gene
AT5G04660	protein_coding
AT5G04665	long_noncoding_rna
AT5G04670	protein_coding
AT5G04675	long_noncoding_rna
AT5G04680	protein_coding
AT5G04685	long_noncoding_rna
AT5G04690	protein_coding
AT5G04695	long_noncoding_rna
AT5G04700	protein_coding
AT5G04705	long_noncoding_rna
AT5G04710	protein_coding
AT5G04715	long_noncoding_rna
AT5G04720	protein_coding
AT5G04725	long_noncoding_rna
AT5G04730	protein_coding
AT5G04740	protein_coding
AT5G04745	long_noncoding_rna
AT5G04750	protein_coding
AT5G04755	long_noncoding_rna
AT5G04760	protein_coding
AT5G04765	long_noncoding_rna
AT5G04770	protein_coding
AT5G04775	long_noncoding_rna
AT5G04780	protein_coding
AT5G04781	pseudogene
AT5G04785	long_noncoding_rna
AT5G04790	protein_coding
AT5G04795	long_noncoding_rna
AT5G04800	protein_coding
AT5G04810	protein_coding
AT5G04815	long_noncoding_rna
AT5G04820	protein_coding
AT5G04825	long_noncoding_rna
AT5G04830	protein_coding
AT5G04835	novel_transcribed_region
AT5G04840	protein_coding
AT5G04845	long_noncoding_rna
AT5G04850	protein_coding
AT5G04853	protein_coding
AT5G04855	long_noncoding_rna
AT5G04860	protein_coding
AT5G04865	long_noncoding_rna
AT5G04870	protein_coding
AT5G04875	novel_transcribed_region
AT5G04880	pseudogene
AT5G04885	protein_coding
AT5G04890	protein_coding
AT5G04895	protein_coding
AT5G04900	protein_coding
AT5G04905	antisense_long_noncoding_rna
AT5G04910	protein_coding
AT5G04915	miRNA_primary_transcript
AT5G04920	protein_coding
AT5G04925	long_noncoding_rna
AT5G04930	protein_coding
AT5G04933	protein_coding
AT5G04935	miRNA_primary_transcript
AT5G04937	protein_coding
AT5G04940	protein_coding
AT5G04945	small_nucleolar_rna
AT5G04950	protein_coding
AT5G04955	miRNA_primary_transcript
AT5G04960	protein_coding
AT5G04965	miRNA_primary_transcript
AT5G04970	protein_coding
AT5G04975	miRNA_primary_transcript
AT5G04980	protein_coding
AT5G04985	miRNA_primary_transcript
AT5G04990	protein_coding
AT5G04995	miRNA_primary_transcript
AT5G05000	protein_coding
AT5G05005	miRNA_primary_transcript
AT5G05010	protein_coding
AT5G05015	long_noncoding_rna
AT5G05020	protein_coding
AT5G05025	pseudogene
AT5G05030	protein_coding
AT5G05035	miRNA_primary_transcript
AT5G05040	protein_coding
AT5G05045	long_noncoding_rna
AT5G05050	protein_coding
AT5G05055	long_noncoding_rna
AT5G05060	protein_coding
AT5G05065	long_noncoding_rna
AT5G05070	protein_coding
AT5G05075	long_noncoding_rna
AT5G05080	protein_coding
AT5G05085	protein_coding
AT5G05090	protein_coding
AT5G05095	long_noncoding_rna
AT5G05100	protein_coding
AT5G05105	long_noncoding_rna
AT5G05110	protein_coding
AT5G05113	protein_coding
AT5G05115	novel_transcribed_region
AT5G05120	protein_coding
AT5G05125	long_noncoding_rna
AT5G05130	protein_coding
AT5G05135	long_noncoding_rna
AT5G05140	protein_coding
AT5G05145	novel_transcribed_region
AT5G05150	protein_coding
AT5G05155	long_noncoding_rna
AT5G05160	protein_coding
AT5G05170	protein_coding
AT5G05175	long_noncoding_rna
AT5G05180	protein_coding
AT5G05185	miRNA_primary_transcript
AT5G05190	protein_coding
AT5G05195	long_noncoding_rna
AT5G05200	protein_coding
AT5G05205	long_noncoding_rna
AT5G05210	protein_coding
AT5G05215	long_noncoding_rna
AT5G05220	protein_coding
AT5G05230	protein_coding
AT5G05235	long_noncoding_rna
AT5G05240	protein_coding
AT5G05250	protein_coding
AT5G05255	long_noncoding_rna
AT5G05260	protein_coding
AT5G05265	long_noncoding_rna
AT5G05270	protein_coding
AT5G05275	long_noncoding_rna
AT5G05280	protein_coding
AT5G05285	protein_coding
AT5G05290	protein_coding
AT5G05295	other_rna
AT5G05300	protein_coding
AT5G05305	novel_transcribed_region
AT5G05310	protein_coding
AT5G05315	miRNA_primary_transcript
AT5G05320	protein_coding
AT5G05325	long_noncoding_rna
AT5G05330	protein_coding
AT5G05335	long_noncoding_rna
AT5G05340	protein_coding
AT5G05345	novel_transcribed_region
AT5G05350	protein_coding
AT5G05355	novel_transcribed_region
AT5G05360	protein_coding
AT5G05365	protein_coding
AT5G05370	protein_coding
AT5G05375	small_nucleolar_rna
AT5G05380	protein_coding
AT5G05385	small_nucleolar_rna
AT5G05390	protein_coding
AT5G05395	long_noncoding_rna
AT5G05400	protein_coding
AT5G05410	protein_coding
AT5G05415	long_noncoding_rna
AT5G05420	protein_coding
AT5G05425	long_noncoding_rna
AT5G05430	protein_coding
AT5G05435	antisense_long_noncoding_rna
AT5G05440	protein_coding
AT5G05445	long_noncoding_rna
AT5G05450	protein_coding
AT5G05455	long_noncoding_rna
AT5G05460	protein_coding
AT5G05465	long_noncoding_rna
AT5G05470	protein_coding
AT5G05475	long_noncoding_rna
AT5G05480	protein_coding
AT5G05485	long_noncoding_rna
AT5G05490	protein_coding
AT5G05495	long_noncoding_rna
AT5G05500	protein_coding
AT5G05505	miRNA_primary_transcript
AT5G05510	protein_coding
AT5G05515	long_noncoding_rna
AT5G05520	protein_coding
AT5G05525	long_noncoding_rna
AT5G05530	protein_coding
AT5G05535	long_noncoding_rna
AT5G05540	protein_coding
AT5G05545	long_noncoding_rna
AT5G05550	protein_coding
AT5G05555	long_noncoding_rna
AT5G05560	protein_coding
AT5G05565	long_noncoding_rna
AT5G05570	protein_coding
AT5G05580	protein_coding
AT5G05585	long_noncoding_rna
AT5G05590	protein_coding
AT5G05598	protein_coding
AT5G05600	protein_coding
AT5G05605	long_noncoding_rna
AT5G05610	protein_coding
AT5G05620	protein_coding
AT5G05625	long_noncoding_rna
AT5G05630	protein_coding
AT5G05635	protein_coding
AT5G05640	protein_coding
AT5G05645	long_noncoding_rna
AT5G05650	protein_coding
AT5G05653	protein_coding
AT5G05657	protein_coding
AT5G05660	protein_coding
AT5G05665	long_noncoding_rna
AT5G05670	protein_coding
AT5G05675	protein_coding
AT5G05680	protein_coding
AT5G05685	long_noncoding_rna
AT5G05690	protein_coding
AT5G05695	long_noncoding_rna
AT5G05700	protein_coding
AT5G05705	long_noncoding_rna
AT5G05710	protein_coding
AT5G05720	protein_coding
AT5G05725	long_noncoding_rna
AT5G05730	protein_coding
AT5G05735	protein_coding
AT5G05740	protein_coding
AT5G05745	long_noncoding_rna
AT5G05750	protein_coding
AT5G05755	long_noncoding_rna
AT5G05760	protein_coding
AT5G05765	long_noncoding_rna
AT5G05770	protein_coding
AT5G05775	novel_transcribed_region
AT5G05780	protein_coding
AT5G05785	other_rna
AT5G05790	protein_coding
AT5G05795	pre_trna
AT5G05800	protein_coding
AT5G05805	long_noncoding_rna
AT5G05810	protein_coding
AT5G05815	long_noncoding_rna
AT5G05820	protein_coding
AT5G05825	long_noncoding_rna
AT5G05830	protein_coding
AT5G05835	long_noncoding_rna
AT5G05840	protein_coding
AT5G05845	long_noncoding_rna
AT5G05850	protein_coding
AT5G05855	long_noncoding_rna
AT5G05860	protein_coding
AT5G05865	antisense_rna
AT5G05870	protein_coding
AT5G05875	long_noncoding_rna
AT5G05880	protein_coding
AT5G05885	long_noncoding_rna
AT5G05890	protein_coding
AT5G05895	long_noncoding_rna
AT5G05900	protein_coding
AT5G05905	long_noncoding_rna
AT5G05910	protein_coding
AT5G05915	miRNA_primary_transcript
AT5G05920	protein_coding
AT5G05925	long_noncoding_rna
AT5G05930	protein_coding
AT5G05935	long_noncoding_rna
AT5G05940	protein_coding
AT5G05945	pre_trna
AT5G05950	protein_coding
AT5G05955	long_noncoding_rna
AT5G05960	protein_coding
AT5G05965	protein_coding
AT5G05970	protein_coding
AT5G05975	antisense_long_noncoding_rna
AT5G05980	protein_coding
AT5G05985	pre_trna
AT5G05987	protein_coding
AT5G05990	protein_coding
AT5G05995	antisense_long_noncoding_rna
AT5G06000	protein_coding
AT5G06005	long_noncoding_rna
AT5G06010	protein_coding
AT5G06015	long_noncoding_rna
AT5G06020	protein_coding
AT5G06025	long_noncoding_rna
AT5G06030	protein_coding
AT5G06035	long_noncoding_rna
AT5G06040	protein_coding
AT5G06043	protein_coding
AT5G06045	long_noncoding_rna
AT5G06050	protein_coding
AT5G06055	small_nuclear_rna
AT5G06060	protein_coding
AT5G06065	long_noncoding_rna
AT5G06070	protein_coding
AT5G06075	long_noncoding_rna
AT5G06080	protein_coding
AT5G06085	long_noncoding_rna
AT5G06090	protein_coding
AT5G06095	other_rna
AT5G06100	protein_coding
AT5G06105	miRNA_primary_transcript
AT5G06110	protein_coding
AT5G06115	small_nucleolar_rna
AT5G06120	protein_coding
AT5G06125	pre_trna
AT5G06130	protein_coding
AT5G06140	protein_coding
AT5G06145	long_noncoding_rna
AT5G06150	protein_coding
AT5G06155	antisense_long_noncoding_rna
AT5G06160	protein_coding
AT5G06165	other_rna
AT5G06170	protein_coding
AT5G06175	miRNA_primary_transcript
AT5G06180	protein_coding
AT5G06185	long_noncoding_rna
AT5G06190	protein_coding
AT5G06195	novel_transcribed_region
AT5G06200	protein_coding
AT5G06205	long_noncoding_rna
AT5G06210	protein_coding
AT5G06220	protein_coding
AT5G06230	protein_coding
AT5G06235	antisense_long_noncoding_rna
AT5G06240	protein_coding
AT5G06245	antisense_long_noncoding_rna
AT5G06250	protein_coding
AT5G06255	long_noncoding_rna
AT5G06260	protein_coding
AT5G06265	protein_coding
AT5G06270	protein_coding
AT5G06275	long_noncoding_rna
AT5G06278	pseudogene
AT5G06280	protein_coding
AT5G06285	long_noncoding_rna
AT5G06290	protein_coding
AT5G06295	antisense_long_noncoding_rna
AT5G06300	protein_coding
AT5G06305	small_nucleolar_rna
AT5G06310	protein_coding
AT5G06320	protein_coding
AT5G06325	long_noncoding_rna
AT5G06330	protein_coding
AT5G06335	long_noncoding_rna
AT5G06340	protein_coding
AT5G06345	long_noncoding_rna
AT5G06350	protein_coding
AT5G06360	protein_coding
AT5G06365	long_noncoding_rna
AT5G06370	protein_coding
AT5G06380	protein_coding
AT5G06385	antisense_long_noncoding_rna
AT5G06390	protein_coding
AT5G06395	antisense_long_noncoding_rna
AT5G06400	protein_coding
AT5G06405	long_noncoding_rna
AT5G06410	protein_coding
AT5G06415	long_noncoding_rna
AT5G06420	protein_coding
AT5G06425	long_noncoding_rna
AT5G06430	protein_coding
AT5G06435	long_noncoding_rna
AT5G06440	protein_coding
AT5G06445	long_noncoding_rna
AT5G06450	protein_coding
AT5G06455	long_noncoding_rna
AT5G06460	protein_coding
AT5G06465	long_noncoding_rna
AT5G06470	protein_coding
AT5G06475	long_noncoding_rna
AT5G06480	protein_coding
AT5G06490	protein_coding
AT5G06495	long_noncoding_rna
AT5G06500	protein_coding
AT5G06505	antisense_long_noncoding_rna
AT5G06510	protein_coding
AT5G06515	long_noncoding_rna
AT5G06520	protein_coding
AT5G06525	long_noncoding_rna
AT5G06530	protein_coding
AT5G06535	long_noncoding_rna
AT5G06540	protein_coding
AT5G06545	long_noncoding_rna
AT5G06550	protein_coding
AT5G06560	protein_coding
AT5G06565	small_nucleolar_rna
AT5G06570	protein_coding
AT5G06575	long_noncoding_rna
AT5G06580	protein_coding
AT5G06585	long_noncoding_rna
AT5G06590	protein_coding
AT5G06595	long_noncoding_rna
AT5G06600	protein_coding
AT5G06605	miRNA_primary_transcript
AT5G06610	protein_coding
AT5G06615	long_noncoding_rna
AT5G06620	protein_coding
AT5G06630	protein_coding
AT5G06634	pseudogene
AT5G06635	long_noncoding_rna
AT5G06640	protein_coding
AT5G06645	protein_coding
AT5G06650	protein_coding
AT5G06655	long_noncoding_rna
AT5G06660	protein_coding
AT5G06665	antisense_long_noncoding_rna
AT5G06670	protein_coding
AT5G06675	long_noncoding_rna
AT5G06680	protein_coding
AT5G06685	pre_trna
AT5G06690	protein_coding
AT5G06695	antisense_long_noncoding_rna
AT5G06700	protein_coding
AT5G06705	long_noncoding_rna
AT5G06710	protein_coding
AT5G06715	long_noncoding_rna
AT5G06720	protein_coding
AT5G06730	protein_coding
AT5G06735	long_noncoding_rna
AT5G06740	protein_coding
AT5G06745	long_noncoding_rna
AT5G06750	protein_coding
AT5G06755	protein_coding
AT5G06760	protein_coding
AT5G06765	long_noncoding_rna
AT5G06770	protein_coding
AT5G06775	long_noncoding_rna
AT5G06780	protein_coding
AT5G06785	long_noncoding_rna
AT5G06790	protein_coding
AT5G06795	long_noncoding_rna
AT5G06800	protein_coding
AT5G06805	transposable_element_gene
AT5G06810	protein_coding
AT5G06811	protein_coding
AT5G06815	small_nuclear_rna
AT5G06820	protein_coding
AT5G06825	small_nucleolar_rna
AT5G06830	protein_coding
AT5G06835	small_nucleolar_rna
AT5G06839	protein_coding
AT5G06845	long_noncoding_rna
AT5G06850	protein_coding
AT5G06855	long_noncoding_rna
AT5G06860	protein_coding
AT5G06865	antisense_long_noncoding_rna
AT5G06870	protein_coding
AT5G06875	long_noncoding_rna
AT5G06880	long_noncoding_rna
AT5G06885	long_noncoding_rna
AT5G06890	protein_coding
AT5G06900	protein_coding
AT5G06905	protein_coding
AT5G06910	protein_coding
AT5G06915	long_noncoding_rna
AT5G06920	protein_coding
AT5G06925	long_noncoding_rna
AT5G06930	protein_coding
AT5G06935	long_noncoding_rna
AT5G06940	protein_coding
AT5G06945	long_noncoding_rna
AT5G06950	protein_coding
AT5G06955	other_rna
AT5G06960	protein_coding
AT5G06965	long_noncoding_rna
AT5G06970	protein_coding
AT5G06975	long_noncoding_rna
AT5G06980	protein_coding
AT5G06985	long_noncoding_rna
AT5G06990	protein_coding
AT5G06995	long_noncoding_rna
AT5G07000	protein_coding
AT5G07005	long_noncoding_rna
AT5G07010	protein_coding
AT5G07015	antisense_long_noncoding_rna
AT5G07020	protein_coding
AT5G07025	antisense_long_noncoding_rna
AT5G07030	protein_coding
AT5G07035	long_noncoding_rna
AT5G07040	protein_coding
AT5G07050	protein_coding
AT5G07055	miRNA_primary_transcript
AT5G07060	protein_coding
AT5G07065	miRNA_primary_transcript
AT5G07070	protein_coding
AT5G07075	miRNA_primary_transcript
AT5G07080	protein_coding
AT5G07090	protein_coding
AT5G07095	small_nucleolar_rna
AT5G07100	protein_coding
AT5G07105	small_nucleolar_rna
AT5G07110	protein_coding
AT5G07115	long_noncoding_rna
AT5G07120	protein_coding
AT5G07125	long_noncoding_rna
AT5G07130	protein_coding
AT5G07135	pre_trna
AT5G07140	protein_coding
AT5G07145	long_noncoding_rna
AT5G07150	protein_coding
AT5G07152	antisense_long_noncoding_rna
AT5G07155	long_noncoding_rna
AT5G07160	protein_coding
AT5G07165	protein_coding
AT5G07170	protein_coding
AT5G07175	protein_coding
AT5G07180	protein_coding
AT5G07185	long_noncoding_rna
AT5G07190	protein_coding
AT5G07195	long_noncoding_rna
AT5G07200	protein_coding
AT5G07205	long_noncoding_rna
AT5G07210	protein_coding
AT5G07215	transposable_element_gene
AT5G07220	protein_coding
AT5G07225	protein_coding
AT5G07230	protein_coding
AT5G07235	novel_transcribed_region
AT5G07240	protein_coding
AT5G07250	protein_coding
AT5G07255	long_noncoding_rna
AT5G07260	protein_coding
AT5G07265	antisense_long_noncoding_rna
AT5G07270	protein_coding
AT5G07275	antisense_long_noncoding_rna
AT5G07280	protein_coding
AT5G07285	antisense_long_noncoding_rna
AT5G07290	protein_coding
AT5G07295	long_noncoding_rna
AT5G07300	protein_coding
AT5G07310	protein_coding
AT5G07315	pre_trna
AT5G07320	protein_coding
AT5G07322	other_rna
AT5G07325	long_noncoding_rna
AT5G07330	protein_coding
AT5G07335	small_nuclear_rna
AT5G07340	protein_coding
AT5G07345	small_nuclear_rna
AT5G07350	protein_coding
AT5G07355	long_noncoding_rna
AT5G07360	protein_coding
AT5G07365	long_noncoding_rna
AT5G07370	protein_coding
AT5G07375	novel_transcribed_region
AT5G07380	protein_coding
AT5G07385	long_noncoding_rna
AT5G07390	protein_coding
AT5G07395	long_noncoding_rna
AT5G07400	protein_coding
AT5G07405	small_nuclear_rna
AT5G07410	protein_coding
AT5G07415	small_nuclear_rna
AT5G07420	protein_coding
AT5G07425	long_noncoding_rna
AT5G07430	protein_coding
AT5G07435	long_noncoding_rna
AT5G07440	protein_coding
AT5G07445	long_noncoding_rna
AT5G07450	protein_coding
AT5G07455	long_noncoding_rna
AT5G07460	protein_coding
AT5G07465	long_noncoding_rna
AT5G07470	protein_coding
AT5G07475	protein_coding
AT5G07480	protein_coding
AT5G07485	long_noncoding_rna
AT5G07490	protein_coding
AT5G07495	long_noncoding_rna
AT5G07500	protein_coding
AT5G07505	transposable_element_gene
AT5G07510	protein_coding
AT5G07515	antisense_long_noncoding_rna
AT5G07520	protein_coding
AT5G07525	antisense_long_noncoding_rna
AT5G07530	protein_coding
AT5G07535	long_noncoding_rna
AT5G07540	protein_coding
AT5G07545	protein_coding
AT5G07550	protein_coding
AT5G07555	long_noncoding_rna
AT5G07560	protein_coding
AT5G07565	long_noncoding_rna
AT5G07570	protein_coding
AT5G07571	protein_coding
AT5G07572	protein_coding
AT5G07575	long_noncoding_rna
AT5G07580	protein_coding
AT5G07585	long_noncoding_rna
AT5G07590	protein_coding
AT5G07595	long_noncoding_rna
AT5G07600	protein_coding
AT5G07605	long_noncoding_rna
AT5G07610	protein_coding
AT5G07615	long_noncoding_rna
AT5G07620	protein_coding
AT5G07625	pre_trna
AT5G07630	protein_coding
AT5G07635	long_noncoding_rna
AT5G07640	protein_coding
AT5G07650	protein_coding
AT5G07655	miRNA_primary_transcript
AT5G07660	protein_coding
AT5G07665	long_noncoding_rna
AT5G07670	protein_coding
AT5G07675	pre_trna
AT5G07680	protein_coding
AT5G07685	transposable_element_gene
AT5G07690	protein_coding
AT5G07695	long_noncoding_rna
AT5G07700	protein_coding
AT5G07705	long_noncoding_rna
AT5G07710	protein_coding
AT5G07715	long_noncoding_rna
AT5G07720	protein_coding
AT5G07725	small_nucleolar_rna
AT5G07730	protein_coding
AT5G07735	small_nucleolar_rna
AT5G07740	protein_coding
AT5G07745	long_noncoding_rna
AT5G07760	protein_coding
AT5G07770	protein_coding
AT5G07775	small_nuclear_rna
AT5G07780	protein_coding
AT5G07785	long_noncoding_rna
AT5G07790	protein_coding
AT5G07795	long_noncoding_rna
AT5G07800	protein_coding
AT5G07805	long_noncoding_rna
AT5G07810	protein_coding
AT5G07815	long_noncoding_rna
AT5G07820	protein_coding
AT5G07825	long_noncoding_rna
AT5G07830	protein_coding
AT5G07835	long_noncoding_rna
AT5G07840	protein_coding
AT5G07845	long_noncoding_rna
AT5G07850	protein_coding
AT5G07855	long_noncoding_rna
AT5G07860	protein_coding
AT5G07865	long_noncoding_rna
AT5G07870	protein_coding
AT5G07875	miRNA_primary_transcript
AT5G07880	protein_coding
AT5G07885	antisense_long_noncoding_rna
AT5G07890	protein_coding
AT5G07895	antisense_long_noncoding_rna
AT5G07900	protein_coding
AT5G07905	long_noncoding_rna
AT5G07910	protein_coding
AT5G07915	long_noncoding_rna
AT5G07920	protein_coding
AT5G07925	long_noncoding_rna
AT5G07930	protein_coding
AT5G07935	long_noncoding_rna
AT5G07940	protein_coding
AT5G07945	long_noncoding_rna
AT5G07950	protein_coding
AT5G07955	long_noncoding_rna
AT5G07960	protein_coding
AT5G07965	miRNA_primary_transcript
AT5G07970	protein_coding
AT5G07975	antisense_long_noncoding_rna
AT5G07980	protein_coding
AT5G07985	antisense_long_noncoding_rna
AT5G07990	protein_coding
AT5G07995	long_noncoding_rna
AT5G08000	protein_coding
AT5G08005	protein_coding
AT5G08010	protein_coding
AT5G08015	long_noncoding_rna
AT5G08020	protein_coding
AT5G08025	small_nuclear_rna
AT5G08030	protein_coding
AT5G08035	long_noncoding_rna
AT5G08040	protein_coding
AT5G08045	long_noncoding_rna
AT5G08050	protein_coding
AT5G08055	protein_coding
AT5G08060	protein_coding
AT5G08065	long_noncoding_rna
AT5G08070	protein_coding
AT5G08075	pre_trna
AT5G08080	protein_coding
AT5G08085	long_noncoding_rna
AT5G08090	protein_coding
AT5G08095	long_noncoding_rna
AT5G08100	protein_coding
AT5G08105	long_noncoding_rna
AT5G08110	protein_coding
AT5G08115	small_nuclear_rna
AT5G08120	protein_coding
AT5G08125	other_rna
AT5G08130	protein_coding
AT5G08135	antisense_long_noncoding_rna
AT5G08139	protein_coding
AT5G08141	protein_coding
AT5G08150	protein_coding
AT5G08155	novel_transcribed_region
AT5G08160	protein_coding
AT5G08165	long_noncoding_rna
AT5G08170	protein_coding
AT5G08175	antisense_long_noncoding_rna
AT5G08180	protein_coding
AT5G08190	protein_coding
AT5G08195	long_noncoding_rna
AT5G08200	protein_coding
AT5G08205	long_noncoding_rna
AT5G08210	miRNA_primary_transcript
AT5G08215	long_noncoding_rna
AT5G08225	long_noncoding_rna
AT5G08230	protein_coding
AT5G08235	antisense_long_noncoding_rna
AT5G08240	protein_coding
AT5G08250	protein_coding
AT5G08255	miRNA_primary_transcript
AT5G08260	protein_coding
AT5G08265	long_noncoding_rna
AT5G08270	protein_coding
AT5G08275	antisense_long_noncoding_rna
AT5G08280	protein_coding
AT5G08285	antisense_long_noncoding_rna
AT5G08290	protein_coding
AT5G08295	novel_transcribed_region
AT5G08300	protein_coding
AT5G08305	protein_coding
AT5G08310	protein_coding
AT5G08315	protein_coding
AT5G08320	protein_coding
AT5G08330	protein_coding
AT5G08335	protein_coding
AT5G08340	protein_coding
AT5G08350	protein_coding
AT5G08360	protein_coding
AT5G08370	protein_coding
AT5G08375	long_noncoding_rna
AT5G08380	protein_coding
AT5G08385	long_noncoding_rna
AT5G08390	protein_coding
AT5G08391	protein_coding
AT5G08395	long_noncoding_rna
AT5G08400	protein_coding
AT5G08410	protein_coding
AT5G08415	protein_coding
AT5G08420	protein_coding
AT5G08425	antisense_long_noncoding_rna
AT5G08430	protein_coding
AT5G08435	long_noncoding_rna
AT5G08440	protein_coding
AT5G08445	long_noncoding_rna
AT5G08450	protein_coding
AT5G08455	long_noncoding_rna
AT5G08460	protein_coding
AT5G08465	long_noncoding_rna
AT5G08470	protein_coding
AT5G08475	long_noncoding_rna
AT5G08480	protein_coding
AT5G08485	long_noncoding_rna
AT5G08490	protein_coding
AT5G08495	small_nucleolar_rna
AT5G08500	protein_coding
AT5G08505	protein_coding
AT5G08510	protein_coding
AT5G08515	small_nucleolar_rna
AT5G08520	protein_coding
AT5G08525	small_nucleolar_rna
AT5G08530	protein_coding
AT5G08535	protein_coding
AT5G08540	protein_coding
AT5G08550	protein_coding
AT5G08560	protein_coding
AT5G08565	protein_coding
AT5G08570	protein_coding
AT5G08575	other_rna
AT5G08580	protein_coding
AT5G08585	long_noncoding_rna
AT5G08590	protein_coding
AT5G08595	long_noncoding_rna
AT5G08600	protein_coding
AT5G08605	long_noncoding_rna
AT5G08610	protein_coding
AT5G08615	antisense_rna
AT5G08620	protein_coding
AT5G08630	protein_coding
AT5G08635	long_noncoding_rna
AT5G08640	protein_coding
AT5G08645	long_noncoding_rna
AT5G08650	protein_coding
AT5G08655	long_noncoding_rna
AT5G08660	protein_coding
AT5G08665	long_noncoding_rna
AT5G08670	protein_coding
AT5G08675	long_noncoding_rna
AT5G08680	protein_coding
AT5G08685	long_noncoding_rna
AT5G08690	protein_coding
AT5G08695	protein_coding
AT5G08705	long_noncoding_rna
AT5G08710	protein_coding
AT5G08712	miRNA_primary_transcript
AT5G08715	long_noncoding_rna
AT5G08717	miRNA_primary_transcript
AT5G08720	protein_coding
AT5G08725	long_noncoding_rna
AT5G08730	protein_coding
AT5G08735	long_noncoding_rna
AT5G08740	protein_coding
AT5G08745	long_noncoding_rna
AT5G08750	protein_coding
AT5G08755	long_noncoding_rna
AT5G08760	protein_coding
AT5G08765	long_noncoding_rna
AT5G08770	protein_coding
AT5G08775	long_noncoding_rna
AT5G08780	protein_coding
AT5G08785	long_noncoding_rna
AT5G08790	protein_coding
AT5G08795	novel_transcribed_region
AT5G08800	miRNA_primary_transcript
AT5G08805	small_nucleolar_rna
AT5G08810	small_nuclear_rna
AT5G08815	long_noncoding_rna
AT5G08820	antisense_long_noncoding_rna
AT5G08825	antisense_long_noncoding_rna
AT5G08830	antisense_long_noncoding_rna
AT5G08835	antisense_long_noncoding_rna
AT5G08840	antisense_long_noncoding_rna
AT5G08845	long_noncoding_rna
AT5G08850	small_nucleolar_rna
AT5G08855	long_noncoding_rna
AT5G08860	small_nucleolar_rna
AT5G08865	small_nucleolar_rna
